filename,score,coordinate
constituency_12_3_page2.png,0.8972951769828796,"[365, 469, 2234, 1803]"
constituency_12_4.png,,
constituency_12_4_page2.png,0.9604383707046509,"[325, 391, 2267, 1414]"
constituency_12_5.png,,
constituency_12_5_page2.png,0.9613951444625854,"[322, 404, 2085, 1340]"
constituency_12_6.png,,
constituency_12_6_page2.png,0.9661665558815002,"[290, 1091, 2180, 2026]"
constituency_12_7.png,0.952174186706543,"[226, 2721, 2293, 3164]"
constituency_12_7_page2.png,0.9751384258270264,"[212, 343, 2291, 1150]"
constituency_12_8.png,0.9499553442001343,"[224, 2718, 2281, 3161]"
constituency_12_8_page2.png,0.9682411551475525,"[214, 353, 2304, 1337]"
constituency_13_1.png,,
constituency_13_1_page2.png,0.9644285440444946,"[166, 534, 2353, 1520]"
constituency_13_2.png,,
constituency_13_2_page2.png,0.9682958126068115,"[386, 568, 2300, 1694]"
constituency_13_3.png,,
constituency_13_3_page2.png,0.9570309519767761,"[215, 649, 2326, 1809]"
constituency_13_4.png,0.9370198845863342,"[372, 2873, 2300, 3267]"
constituency_13_4_page2.png,0.9619687795639038,"[363, 521, 2326, 1448]"
constituency_13_5.png,,
constituency_13_5_page2.png,0.9666849970817566,"[286, 599, 2362, 1866]"
constituency_13_6.png,,
constituency_13_6_page2.png,0.9602041840553284,"[266, 673, 2263, 2012]"
constituency_13_7.png,,
constituency_13_7_page2.png,0.9414308071136475,"[340, 480, 2266, 2272]"
constituency_13_8.png,,
constituency_13_8_page2.png,0.9695461988449097,"[313, 427, 2218, 1463]"
constituency_14_1.png,,
constituency_14_1_page2.png,0.9630822539329529,"[350, 597, 2279, 1408]"
constituency_14_2.png,,
constituency_14_2_page2.png,0.9755415916442871,"[238, 386, 2237, 2126]"
constituency_14_3.png,,
constituency_14_3_page2.png,0.9420865178108215,"[250, 517, 2340, 1345]"
constituency_14_4.png,,
constituency_14_4_page2.png,0.9616271257400513,"[212, 564, 2312, 1657]"
constituency_14_5.png,,
constituency_14_5_page2.png,0.9701359272003174,"[278, 495, 2402, 1680]"
constituency_15_1.png,0.9266204833984375,"[283, 2678, 2232, 3109]"
constituency_15_1_page2.png,0.9612634778022766,"[275, 411, 2205, 1207]"
constituency_15_2.png,,
constituency_15_2_page2.png,0.9607441425323486,"[261, 634, 2343, 1255]"
constituency_16_1.png,0.9514437913894653,"[100, 2709, 2278, 3234]"
constituency_16_1_page2.png,0.9740963578224182,"[90, 303, 2277, 1201]"
constituency_16_2.png,0.9471190571784973,"[176, 2763, 2354, 3230]"
constituency_16_2_page2.png,0.9738045930862427,"[152, 218, 2341, 1061]"
constituency_16_3.png,,
constituency_16_3_page2.png,0.9678786396980286,"[414, 449, 2341, 1993]"
constituency_16_4.png,,
constituency_16_4_page2.png,0.957320511341095,"[164, 1039, 2377, 1867]"
constituency_17_1.png,0.9534162282943726,"[163, 2777, 2427, 3328]"
constituency_17_1_page2.png,0.9539019465446472,"[137, 252, 2428, 717]"
constituency_18_1.png,0.95435631275177,"[148, 2769, 2404, 3233]"
constituency_18_1_page2.png,0.9392557740211487,"[128, 166, 2391, 755]"
constituency_18_2.png,,
constituency_18_2_page2.png,0.9550526142120361,"[303, 524, 2290, 1294]"
constituency_19_1.png,,
constituency_19_1_page2.png,0.9689770936965942,"[287, 971, 2185, 2169]"
constituency_19_2.png,0.967623770236969,"[248, 1920, 2264, 2644]"
constituency_19_3.png,0.9659565091133118,"[223, 2685, 2401, 3328]"
constituency_19_3_page2.png,0.9620874524116516,"[211, 163, 2392, 717]"
constituency_19_4.png,0.9510993957519531,"[163, 2022, 2291, 2755]"
constituency_20_1.png,0.9681645035743713,"[377, 2455, 2289, 3111]"
constituency_20_10.png,0.963532030582428,"[274, 2568, 2328, 3254]"
constituency_20_10_page2.png,0.9579744935035706,"[262, 232, 2318, 677]"
constituency_20_1_page2.png,0.9666018486022949,"[375, 169, 2291, 667]"
constituency_20_2.png,0.9697303771972656,"[388, 2384, 2316, 3029]"
constituency_20_2_page2.png,0.9565171003341675,"[215, 177, 2331, 616]"
constituency_20_3.png,0.9701967239379883,"[347, 2287, 2208, 3044]"
constituency_20_3_page2.png,,
constituency_20_4.png,0.9691367149353027,"[224, 2595, 2340, 3298]"
constituency_20_4_page2.png,0.9395034909248352,"[225, 172, 2219, 1076]"
constituency_20_5.png,0.968775749206543,"[323, 2604, 2294, 3312]"
constituency_20_5_page2.png,0.9547872543334961,"[310, 185, 2291, 820]"
constituency_20_6.png,0.9690515995025635,"[410, 2290, 2279, 2998]"
constituency_20_6_page2.png,0.9744636416435242,"[400, 164, 2280, 957]"
constituency_20_7.png,0.9709957242012024,"[386, 2293, 2217, 2986]"
constituency_20_7_page2.png,0.9591981768608093,"[290, 178, 2278, 689]"
constituency_20_8.png,0.9701331853866577,"[264, 2478, 2278, 3222]"
constituency_20_8_page2.png,0.9655115604400635,"[262, 210, 2278, 708]"
constituency_20_9.png,0.9693650603294373,"[238, 2582, 2340, 3284]"
constituency_20_9_page2.png,0.9650188684463501,"[310, 191, 2295, 626]"
constituency_21_1.png,,
constituency_21_1_page2.png,0.9724872708320618,"[217, 620, 2324, 1712]"
constituency_21_2.png,0.9644433856010437,"[262, 2384, 2350, 3020]"
constituency_21_2_page2.png,,
constituency_21_3.png,,
constituency_21_3_page2.png,0.9048650860786438,"[415, 387, 2192, 1973]"
constituency_21_4.png,,
constituency_21_4_page2.png,0.9485486149787903,"[300, 335, 2279, 1337]"
constituency_21_5.png,,
constituency_21_5_page2.png,0.958507239818573,"[374, 675, 2202, 1498]"
constituency_22_1.png,0.9568693041801453,"[186, 2702, 2341, 3220]"
constituency_22_1_page2.png,0.9741443991661072,"[198, 286, 2354, 996]"
constituency_22_2.png,,
constituency_22_2_page2.png,0.9668045043945312,"[263, 898, 2465, 1711]"
constituency_22_3.png,0.9501802325248718,"[285, 2564, 2278, 2975]"
constituency_22_3_page2.png,0.9770192503929138,"[290, 288, 2289, 1050]"
constituency_23_1.png,0.9569435119628906,"[228, 2689, 2318, 3202]"
constituency_23_1_page2.png,0.9566829204559326,"[227, 335, 2340, 861]"
constituency_24_1.png,,
constituency_24_1_page2.png,0.9642409682273865,"[188, 599, 2351, 1533]"
constituency_24_2.png,,
constituency_24_2_page2.png,0.9524462223052979,"[262, 1012, 2344, 1954]"
constituency_24_3.png,,
constituency_24_3_page2.png,0.9668164253234863,"[188, 446, 2302, 1384]"
constituency_24_4.png,,
constituency_24_4_page2.png,0.9711700081825256,"[287, 1187, 2203, 2458]"
constituency_24_4_page3.png,,
constituency_25_1.png,,
constituency_25_1_page2.png,0.964301347732544,"[310, 432, 2302, 1266]"
constituency_25_3.png,,
constituency_25_3_page2.png,0.9633776545524597,"[311, 509, 2302, 1591]"
constituency_25_3_page3.png,,
constituency_26_1.png,,
constituency_26_1_page2.png,0.9567935466766357,"[400, 1129, 2204, 1759]"
constituency_26_2.png,,
constituency_26_2_page2.png,0.9702336192131042,"[373, 498, 2349, 1393]"
constituency_27_1.png,0.9647718071937561,"[322, 2596, 2306, 3191]"
constituency_27_1_page2.png,0.9660868048667908,"[115, 174, 2171, 850]"
constituency_27_2.png,0.9675207138061523,"[128, 2574, 2368, 3389]"
constituency_27_2_page2.png,0.9599694013595581,"[323, 179, 2317, 595]"
constituency_27_3.png,0.9648725986480713,"[187, 2695, 2292, 3413]"
constituency_27_3_page2.png,0.960092306137085,"[314, 175, 2315, 598]"
constituency_30_1.png,0.9587393403053284,"[259, 2561, 2239, 3053]"
constituency_30_10.png,,
constituency_30_10_page2.png,0.9705697298049927,"[77, 294, 2391, 1469]"
constituency_30_11.png,0.9473204612731934,"[185, 2808, 2353, 3169]"
constituency_30_11_page2.png,0.9715538620948792,"[185, 281, 2364, 1219]"
constituency_30_12.png,,
constituency_30_12_page2.png,0.9651061296463013,"[350, 349, 2239, 1271]"
constituency_30_13.png,0.9518282413482666,"[257, 2508, 2112, 2905]"
constituency_30_13_page2.png,0.9733980298042297,"[279, 310, 2149, 961]"
constituency_30_14.png,0.9551644921302795,"[115, 2792, 2391, 3252]"
constituency_30_14_page2.png,0.9567975997924805,"[112, 249, 2391, 805]"
constituency_30_15.png,0.9682695269584656,"[76, 2687, 2416, 3447]"
constituency_30_15_page2.png,0.9635266065597534,"[79, 57, 2428, 1620]"
constituency_30_16.png,0.9581574201583862,"[89, 2777, 2364, 3286]"
constituency_30_16_page2.png,0.9719094634056091,"[140, 245, 2428, 1014]"
constituency_30_1_page2.png,0.970838189125061,"[261, 323, 2242, 1175]"
constituency_30_2.png,0.9586873054504395,"[274, 2539, 2208, 2989]"
constituency_30_2_page2.png,0.9659959077835083,"[274, 291, 2211, 1114]"
constituency_30_3.png,0.9648198485374451,"[259, 2359, 2154, 2980]"
constituency_30_3_page2.png,0.9644347429275513,"[260, 279, 2166, 743]"
constituency_30_4.png,0.9626438021659851,"[285, 2475, 2156, 3047]"
constituency_30_4_page2.png,0.9661337733268738,"[263, 232, 2143, 909]"
constituency_30_5.png,0.9662436842918396,"[91, 2629, 2365, 3372]"
constituency_30_5_page2.png,0.9594640731811523,"[111, 97, 2389, 655]"
constituency_30_6.png,0.9588168263435364,"[161, 2726, 2330, 3254]"
constituency_30_6_page2.png,0.9749768376350403,"[187, 305, 2366, 1295]"
constituency_30_7.png,,
constituency_30_7_page2.png,0.9715345501899719,"[350, 704, 2250, 2428]"
constituency_30_8.png,0.9558484554290771,"[400, 2478, 2339, 2871]"
constituency_30_8_page2.png,0.9619140625,"[408, 301, 2344, 696]"
constituency_30_9.png,,
constituency_30_9_page2.png,0.9722186923027039,"[187, 289, 2352, 1416]"
constituency_31_1.png,0.9507395625114441,"[350, 2982, 2381, 3415]"
constituency_31_10.png,0.9585224390029907,"[185, 2818, 2288, 3281]"
constituency_31_10_page2.png,0.9758251905441284,"[175, 286, 2280, 1130]"
constituency_31_1_page2.png,0.9691247344017029,"[300, 246, 2428, 1100]"
constituency_31_2.png,,
constituency_31_2_page2.png,0.9740219116210938,"[166, 282, 2240, 1354]"
constituency_31_3.png,,
constituency_31_3_page2.png,0.830784022808075,"[475, 582, 2361, 1625]"
constituency_31_4.png,,
constituency_31_4_page2.png,0.9630123376846313,"[310, 406, 2313, 1276]"
constituency_31_5.png,,
constituency_31_5_page2.png,0.9723197817802429,"[229, 267, 2327, 1637]"
constituency_31_6.png,,
constituency_31_6_page2.png,0.9699380397796631,"[260, 593, 2311, 1964]"
constituency_31_7.png,,
constituency_31_7_page2.png,0.965584933757782,"[287, 461, 2302, 1610]"
constituency_31_8.png,,
constituency_31_8_page2.png,0.9699208736419678,"[240, 594, 2302, 1891]"
constituency_31_9.png,,
constituency_31_9_page2.png,0.9427119493484497,"[374, 373, 2300, 1864]"
constituency_32_1.png,0.9611201882362366,"[175, 2518, 2389, 3389]"
constituency_32_1_page2.png,,
constituency_32_2.png,0.9699748158454895,"[138, 2607, 2354, 3408]"
constituency_32_2_page2.png,0.9657197594642639,"[139, 190, 2366, 725]"
constituency_32_3.png,0.9626449942588806,"[223, 2637, 2393, 3243]"
constituency_32_3_page2.png,0.965777575969696,"[296, 229, 2333, 823]"
constituency_32_4.png,0.9606541395187378,"[148, 2800, 2378, 3379]"
constituency_32_4_page2.png,0.9420346021652222,"[127, 165, 2367, 1145]"
constituency_32_5.png,0.9622712135314941,"[201, 2725, 2377, 3266]"
constituency_32_5_page2.png,0.5305121541023254,"[189, 286, 2365, 1274]"
constituency_32_6.png,0.9604362845420837,"[275, 2518, 2252, 3005]"
constituency_32_6_page2.png,0.9725176095962524,"[240, 290, 2230, 945]"
constituency_32_7.png,0.9541447758674622,"[274, 2534, 2219, 2943]"
constituency_32_7_page2.png,0.9392369389533997,"[274, 286, 2218, 863]"
constituency_32_8.png,0.9743278622627258,"[188, 2481, 2156, 3215]"
constituency_32_8_page2.png,0.9630696177482605,"[176, 290, 2141, 607]"
constituency_33_1.png,,
constituency_33_1_page2.png,0.9749196171760559,"[124, 798, 2392, 1971]"
constituency_33_2.png,,
constituency_33_2_page2.png,0.9669288992881775,"[128, 340, 2315, 1499]"
constituency_33_3.png,,
constituency_33_3_page2.png,0.9707100987434387,"[338, 936, 2287, 1992]"
constituency_33_4.png,0.9518025517463684,"[197, 2636, 2276, 3056]"
constituency_33_4_page2.png,0.9716125130653381,"[190, 321, 2277, 1173]"
constituency_33_5.png,,
constituency_33_5_page2.png,0.9699811935424805,"[176, 441, 2341, 1567]"
constituency_33_6.png,0.9614333510398865,"[173, 2738, 2342, 3180]"
constituency_33_6_page2.png,0.9742383360862732,"[175, 285, 2352, 1010]"
constituency_33_7.png,0.9575982689857483,"[272, 2540, 2151, 2949]"
constituency_33_7_page2.png,0.9729890823364258,"[263, 289, 2153, 959]"
constituency_33_8.png,,
constituency_33_8_page2.png,0.9703931212425232,"[112, 616, 2363, 1637]"
constituency_33_9.png,,
constituency_33_9_page2.png,0.9710947871208191,"[263, 360, 2249, 1326]"
constituency_34_1.png,,
constituency_34_10.png,,
constituency_34_10_page2.png,0.9685104489326477,"[287, 1052, 2302, 1820]"
constituency_34_11.png,0.9575729370117188,"[251, 2619, 2243, 3027]"
constituency_34_11_page2.png,0.9734928011894226,"[248, 299, 2241, 872]"
constituency_34_1_page2.png,0.9733823537826538,"[276, 518, 2289, 1930]"
party_list_10_1.png,,
party_list_10_10.png,,
party_list_10_10_page2.png,0.9187362790107727,"[65, 482, 2334, 3249]"
party_list_10_10_page3.png,0.9338585734367371,"[0, 213, 2479, 3284]"
party_list_10_10_page4.png,0.9420287609100342,"[297, 284, 2312, 976]"
party_list_10_11.png,,
party_list_10_11_page2.png,0.971764326095581,"[367, 469, 2324, 3379]"
party_list_10_11_page3.png,0.9659236073493958,"[365, 301, 2331, 3413]"
party_list_10_11_page4.png,0.6871454119682312,"[60, 286, 2308, 2325]"
party_list_10_12.png,,
party_list_10_12_page2.png,0.9510999917984009,"[248, 453, 2235, 2914]"
party_list_10_12_page3.png,0.8910441994667053,"[202, 321, 2247, 2125]"
party_list_10_12_page4.png,,
party_list_10_13.png,,
party_list_10_13_page2.png,0.9674333930015564,"[188, 434, 2361, 3186]"
party_list_10_13_page3.png,0.9560850262641907,"[183, 297, 2360, 2905]"
party_list_10_13_page4.png,,
party_list_10_14.png,,
party_list_10_14_page2.png,0.9263845682144165,"[29, 604, 2288, 2905]"
party_list_10_14_page3.png,0.9169856905937195,"[329, 620, 2301, 2915]"
party_list_10_14_page4.png,0.9650058746337891,"[357, 602, 2295, 1723]"
party_list_10_16.png,,
party_list_10_16_page2.png,0.9699454307556152,"[267, 466, 2266, 3289]"
party_list_10_16_page3.png,0.9564222097396851,"[275, 373, 2266, 2408]"
party_list_10_16_page4.png,0.9526224136352539,"[375, 1162, 2399, 1664]"
party_list_10_16_page5.png,0.9510254859924316,"[573, 1171, 2050, 1570]"
party_list_10_16_page6.png,0.9490925073623657,"[577, 1172, 2060, 1571]"
party_list_10_16_page7.png,0.9495289921760559,"[685, 1009, 2097, 1376]"
party_list_10_17.png,,
party_list_10_17_page2.png,0.9719194769859314,"[330, 476, 2311, 3304]"
party_list_10_17_page3.png,0.9593170881271362,"[337, 133, 2316, 2820]"
party_list_10_18.png,,
party_list_10_18_page2.png,0.9730417132377625,"[326, 347, 2281, 3241]"
party_list_10_18_page3.png,0.9696048498153687,"[323, 384, 2252, 3208]"
party_list_10_18_page4.png,,
party_list_10_19.png,,
party_list_10_19_page2.png,0.9369754195213318,"[308, 532, 2169, 3035]"
party_list_10_19_page3.png,0.9427968859672546,"[310, 359, 2171, 2893]"
party_list_10_19_page4.png,,
party_list_10_1_page2.png,0.9649925827980042,"[282, 450, 2332, 3140]"
party_list_10_1_page3.png,0.9607998728752136,"[287, 506, 2341, 2990]"
party_list_10_1_page4.png,0.6602538228034973,"[0, 526, 2424, 1312]"
party_list_10_2.png,,
party_list_10_20.png,,
party_list_10_20_page2.png,0.9418860077857971,"[47, 606, 2236, 2999]"
party_list_10_20_page3.png,0.9563595056533813,"[248, 407, 2239, 3090]"
party_list_10_20_page4.png,0.9254640340805054,"[263, 486, 2230, 946]"
party_list_10_21.png,0.9465941786766052,"[311, 2649, 2391, 3143]"
party_list_10_21_page2.png,0.945793628692627,"[244, 271, 2391, 3233]"
party_list_10_21_page3.png,0.9577839374542236,"[241, 296, 2339, 1890]"
party_list_10_22.png,,
party_list_10_22_page2.png,0.9662720561027527,"[279, 919, 2293, 3332]"
party_list_10_22_page3.png,0.9118924140930176,"[261, 430, 2309, 2819]"
party_list_10_22_page4.png,0.943505585193634,"[278, 442, 2288, 1537]"
party_list_10_23.png,0.9389131665229797,"[339, 2845, 2127, 3168]"
party_list_10_23_page2.png,0.8472470045089722,"[5, 283, 2480, 3198]"
party_list_10_23_page3.png,0.884511411190033,"[309, 302, 2183, 3006]"
party_list_10_23_page4.png,0.520570695400238,"[3, 413, 2339, 1246]"
party_list_10_24.png,,
party_list_10_24_page2.png,0.9725263714790344,"[295, 487, 2291, 3134]"
party_list_10_24_page3.png,0.9736832976341248,"[279, 341, 2275, 3136]"
party_list_10_24_page4.png,0.9601240754127502,"[280, 306, 2272, 3122]"
party_list_10_24_page5.png,0.9551457762718201,"[271, 315, 2254, 1761]"
party_list_10_24_page6.png,,
party_list_10_25.png,,
party_list_10_25_page2.png,0.9312141537666321,"[383, 519, 2415, 3210]"
party_list_10_25_page3.png,0.9652975797653198,"[387, 254, 2241, 2225]"
party_list_10_26.png,,
party_list_10_26_page2.png,0.9828481674194336,"[281, 354, 2303, 3255]"
party_list_10_26_page3.png,0.9793285131454468,"[289, 288, 2305, 3006]"
party_list_10_26_page4.png,0.9620869159698486,"[287, 385, 2291, 950]"
party_list_10_27.png,,
party_list_10_27_page2.png,0.9780350923538208,"[291, 810, 2303, 3238]"
party_list_10_27_page3.png,0.9775300025939941,"[289, 335, 2304, 3149]"
party_list_10_27_page4.png,0.9646044373512268,"[293, 355, 2310, 2239]"
party_list_10_28.png,,
party_list_10_28_page2.png,0.9740244150161743,"[313, 676, 2288, 3394]"
party_list_10_28_page3.png,0.9737786054611206,"[324, 339, 2364, 2995]"
party_list_10_28_page4.png,0.9588450193405151,"[335, 339, 2292, 797]"
party_list_10_29.png,,
party_list_10_29_page2.png,0.9800689220428467,"[242, 742, 2256, 3218]"
party_list_10_29_page3.png,0.9768475294113159,"[290, 284, 2301, 2064]"
party_list_10_2_page2.png,0.9627184867858887,"[330, 531, 2309, 3147]"
party_list_10_2_page3.png,0.9479065537452698,"[319, 347, 2306, 3210]"
party_list_10_2_page4.png,0.9553627967834473,"[337, 353, 2293, 1498]"
party_list_10_2_page5.png,,
party_list_10_3.png,,
party_list_10_30.png,,
party_list_10_30_page2.png,0.9720298647880554,"[279, 203, 2224, 3274]"
party_list_10_30_page3.png,0.9441847801208496,"[328, 195, 2194, 3028]"
party_list_10_30_page4.png,0.9509345293045044,"[263, 196, 2239, 973]"
party_list_10_31.png,,
party_list_10_31_page2.png,0.9759417772293091,"[273, 833, 2280, 3221]"
party_list_10_31_page3.png,0.979574978351593,"[270, 353, 2281, 3151]"
party_list_10_31_page4.png,,
party_list_10_32.png,,
party_list_10_32_page2.png,0.9772216081619263,"[257, 267, 2246, 3310]"
party_list_10_32_page3.png,0.9713030457496643,"[257, 213, 2237, 3236]"
party_list_10_32_page4.png,0.9633644819259644,"[274, 220, 2240, 993]"
party_list_10_33.png,,
party_list_10_33_page2.png,0.977393627166748,"[266, 233, 2248, 3326]"
party_list_10_33_page3.png,0.9729577302932739,"[265, 230, 2247, 3331]"
party_list_10_33_page4.png,0.9699360132217407,"[268, 241, 2238, 2297]"
party_list_10_3_page2.png,0.9700468182563782,"[282, 440, 2316, 3403]"
party_list_10_3_page3.png,0.9701671004295349,"[287, 255, 2300, 1616]"
party_list_10_4.png,0.9625734090805054,"[312, 2753, 2269, 3355]"
party_list_10_4_page2.png,0.9489895105361938,"[12, 264, 2278, 3359]"
party_list_10_4_page3.png,0.949856162071228,"[309, 265, 2316, 1516]"
party_list_10_5.png,,
party_list_10_5_page10.png,0.9494382739067078,"[331, 1152, 2325, 1648]"
party_list_10_5_page11.png,,
party_list_10_5_page12.png,,
party_list_10_5_page2.png,0.9692651629447937,"[301, 447, 2301, 3336]"
party_list_10_5_page3.png,0.9611847400665283,"[307, 275, 2290, 2321]"
party_list_10_5_page4.png,,
party_list_10_5_page5.png,0.9474877119064331,"[262, 1154, 2268, 1652]"
party_list_10_5_page6.png,,
party_list_10_5_page7.png,,
party_list_10_5_page8.png,,
party_list_10_5_page9.png,,
party_list_10_6.png,,
party_list_10_6_page2.png,0.8907584547996521,"[102, 414, 2278, 3172]"
party_list_10_6_page3.png,0.884473443031311,"[321, 64, 2275, 1326]"
party_list_10_7.png,,
party_list_10_7_page2.png,0.9706442952156067,"[247, 326, 2177, 3198]"
party_list_10_7_page3.png,0.9665138125419617,"[254, 316, 2180, 1733]"
party_list_10_8.png,0.940919816493988,"[298, 2953, 2290, 3236]"
party_list_10_8_page2.png,0.8679180145263672,"[148, 343, 2311, 3156]"
party_list_10_8_page3.png,0.9645578265190125,"[292, 345, 2300, 1659]"
party_list_10_9.png,,
party_list_10_9_page2.png,0.9740518927574158,"[303, 430, 2232, 3274]"
party_list_10_9_page3.png,0.855559766292572,"[74, 174, 2480, 3294]"
party_list_10_9_page4.png,0.8963413834571838,"[8, 160, 2454, 2521]"
party_list_10_9_page5.png,,
party_list_11_1.png,0.9580285549163818,"[138, 2861, 2391, 3401]"
party_list_11_1_page2.png,0.9770998954772949,"[211, 223, 2326, 3145]"
party_list_11_1_page3.png,0.9749998450279236,"[217, 224, 2326, 2018]"
party_list_11_2.png,0.9620974063873291,"[235, 2761, 2360, 3362]"
party_list_11_2_page2.png,0.9753671288490295,"[237, 306, 2274, 3270]"
party_list_11_2_page3.png,0.9743602871894836,"[248, 298, 2276, 1904]"
party_list_11_3.png,0.9495388865470886,"[187, 2885, 2353, 3295]"
party_list_11_3_page2.png,0.9795488119125366,"[163, 229, 2352, 3267]"
party_list_11_3_page3.png,0.9806997179985046,"[174, 231, 2351, 2307]"
party_list_11_4.png,0.9588266015052795,"[233, 2763, 2360, 3282]"
